sepal_length,sepal_width,petal_length,petal_width,species
5.41,2.87,3.94,1.73,Iris-versicolor
5.93,2.72,3.88,1.63,Iris-versicolor
5.79,2.38,4.81,1.48,Iris-versicolor
6.14,2.86,4.51,1.25,Iris-versicolor
4.97,3.13,3.27,1.58,Iris-versicolor
5.07,2.53,3.13,1.42,Iris-versicolor
6.27,2.24,3.78,1.74,Iris-versicolor
5.83,3.12,4.95,1.78,Iris-versicolor
6.79,2.44,5.02,1.65,Iris-versicolor
6.66,2.02,5.0,1.62,Iris-versicolor
6.51,2.11,3.49,1.77,Iris-versicolor
5.95,2.56,4.76,1.07,Iris-versicolor
5.78,2.53,3.73,1.25,Iris-versicolor
5.34,2.24,4.34,1.74,Iris-versicolor
5.97,2.42,3.33,1.66,Iris-versicolor
6.94,2.49,3.61,1.48,Iris-versicolor
6.53,2.64,4.32,1.57,Iris-versicolor
6.92,2.23,5.09,1.31,Iris-versicolor
6.42,2.8,4.02,1.56,Iris-versicolor
5.73,2.18,4.03,1.42,Iris-versicolor
5.32,3.31,3.48,1.33,Iris-versicolor
5.23,2.75,3.65,1.39,Iris-versicolor
5.37,2.08,4.64,1.51,Iris-versicolor
5.62,2.07,4.82,1.14,Iris-versicolor
6.85,2.67,3.71,1.59,Iris-versicolor
6.74,2.52,3.86,1.35,Iris-versicolor
6.84,2.97,3.52,1.15,Iris-versicolor
5.38,2.37,3.48,1.53,Iris-versicolor
5.14,2.54,4.31,1.23,Iris-versicolor
5.04,2.11,3.26,1.67,Iris-versicolor
6.28,2.09,3.82,1.22,Iris-versicolor
6.11,2.73,4.01,1.25,Iris-versicolor
5.19,3.04,4.85,1.76,Iris-versicolor
5.02,3.04,4.53,1.76,Iris-versicolor
5.43,3.04,3.11,1.5,Iris-versicolor
5.64,3.08,4.81,1.29,Iris-versicolor
6.0,2.16,3.88,1.29,Iris-versicolor
5.28,3.25,3.31,1.51,Iris-versicolor
6.77,3.28,4.67,1.14,Iris-versicolor
6.62,2.39,4.94,1.57,Iris-versicolor
6.55,2.12,4.22,1.66,Iris-versicolor
6.71,2.04,4.97,1.03,Iris-versicolor
6.19,2.97,3.23,1.04,Iris-versicolor
6.55,2.54,3.22,1.61,Iris-versicolor
6.68,2.82,3.34,1.01,Iris-versicolor
6.37,2.77,4.37,1.65,Iris-versicolor
5.81,2.17,4.97,1.44,Iris-versicolor
6.19,3.31,4.96,1.46,Iris-versicolor
5.52,3.4,4.43,1.33,Iris-versicolor
6.08,2.58,4.87,1.39,Iris-versicolor
6.63,3.18,4.73,1.58,Iris-versicolor
6.7,2.54,3.24,1.67,Iris-versicolor
5.95,2.18,3.24,1.13,Iris-versicolor
6.48,3.0,3.43,1.68,Iris-versicolor
5.49,3.11,4.03,1.59,Iris-versicolor
5.7,2.49,4.77,1.03,Iris-versicolor
6.95,2.91,3.91,1.5,Iris-versicolor
5.16,2.72,5.07,1.19,Iris-versicolor
6.42,2.61,4.37,1.16,Iris-versicolor
5.89,3.37,3.41,1.51,Iris-versicolor
6.11,2.79,4.29,1.4,Iris-versicolor
4.94,3.26,4.74,1.14,Iris-versicolor
5.77,3.08,5.06,1.76,Iris-versicolor
6.79,2.22,4.92,1.7,Iris-versicolor
5.69,2.55,3.97,1.52,Iris-versicolor
5.45,2.03,3.3,1.35,Iris-versicolor
5.49,3.07,3.22,1.73,Iris-versicolor
6.78,3.27,4.55,1.09,Iris-versicolor
5.82,2.18,5.07,1.27,Iris-versicolor
6.13,3.09,4.93,1.6,Iris-versicolor
6.32,2.65,4.27,1.08,Iris-versicolor
6.76,2.76,3.08,1.74,Iris-versicolor
5.93,3.22,4.8,1.65,Iris-versicolor
5.03,2.35,4.84,1.72,Iris-versicolor
5.86,2.62,3.37,1.77,Iris-versicolor
5.35,2.27,4.39,1.19,Iris-versicolor
6.87,2.02,3.01,1.4,Iris-versicolor
5.92,2.23,4.04,1.33,Iris-versicolor
6.77,2.01,5.05,1.5,Iris-versicolor
5.22,2.07,4.13,1.19,Iris-versicolor
5.53,2.34,4.37,1.44,Iris-versicolor
5.06,2.74,4.66,1.06,Iris-versicolor
6.77,2.81,5.0,1.12,Iris-versicolor
6.99,2.9,4.19,1.41,Iris-versicolor
4.95,3.32,4.35,1.07,Iris-versicolor
4.94,2.07,4.28,1.49,Iris-versicolor
5.95,2.43,4.12,1.41,Iris-versicolor
4.94,2.4,3.11,1.72,Iris-versicolor
6.42,3.39,3.63,1.7,Iris-versicolor
6.17,2.63,3.47,1.59,Iris-versicolor
6.8,2.33,3.37,1.56,Iris-versicolor
6.95,3.05,3.6,1.34,Iris-versicolor
5.71,3.19,4.62,1.47,Iris-versicolor
5.48,3.31,4.37,1.78,Iris-versicolor
6.12,3.15,4.71,1.27,Iris-versicolor
6.92,2.03,4.61,1.77,Iris-versicolor
5.61,2.91,4.18,1.61,Iris-versicolor
6.72,2.84,4.71,1.25,Iris-versicolor
5.38,2.6,4.42,1.15,Iris-versicolor
6.33,2.55,4.67,1.03,Iris-versicolor
6.3,2.91,4.98,1.57,Iris-versicolor
6.57,3.27,4.42,1.23,Iris-versicolor
6.73,3.05,3.89,1.57,Iris-versicolor
6.72,3.37,5.0,1.26,Iris-versicolor
5.79,2.15,3.52,1.71,Iris-versicolor
5.66,2.87,4.4,1.63,Iris-versicolor
5.28,2.43,3.94,1.29,Iris-versicolor
6.96,3.17,4.01,1.7,Iris-versicolor
5.63,3.1,3.47,1.62,Iris-versicolor
5.86,2.15,3.57,1.32,Iris-versicolor
6.47,2.1,4.39,1.57,Iris-versicolor
6.27,3.06,3.37,1.47,Iris-versicolor
6.88,2.86,4.28,1.59,Iris-versicolor
5.6,2.98,4.92,1.01,Iris-versicolor
6.73,2.31,3.96,1.68,Iris-versicolor
6.63,3.25,4.97,1.36,Iris-versicolor
6.28,2.55,3.74,1.35,Iris-versicolor
6.46,2.7,4.71,1.6,Iris-versicolor
4.94,2.88,3.92,1.37,Iris-versicolor
6.62,2.77,4.86,1.57,Iris-versicolor
6.06,3.06,3.08,1.02,Iris-versicolor
5.08,2.61,3.49,1.79,Iris-versicolor
6.04,2.93,3.59,1.26,Iris-versicolor
5.6,2.98,3.99,1.41,Iris-versicolor
6.14,3.08,3.19,1.62,Iris-versicolor
6.08,2.94,3.69,1.33,Iris-versicolor
5.39,3.37,4.04,1.8,Iris-versicolor
5.93,2.31,4.07,1.03,Iris-versicolor
6.8,3.15,4.52,1.49,Iris-versicolor
6.12,3.4,3.58,1.62,Iris-versicolor
6.12,3.37,4.74,1.8,Iris-versicolor
6.14,2.29,4.06,1.57,Iris-versicolor
6.53,2.0,4.06,1.19,Iris-versicolor
6.74,2.21,4.4,1.21,Iris-versicolor
5.65,3.32,3.5,1.08,Iris-versicolor
5.05,2.71,4.35,1.26,Iris-versicolor
6.35,2.09,4.8,1.65,Iris-versicolor
6.97,3.31,3.75,1.32,Iris-versicolor
6.47,2.19,3.66,1.09,Iris-versicolor
5.86,2.77,3.44,1.02,Iris-versicolor
6.41,2.03,5.04,1.18,Iris-versicolor
6.29,2.61,3.13,1.38,Iris-versicolor
5.99,3.2,4.54,1.06,Iris-versicolor
5.34,2.44,3.24,1.37,Iris-versicolor
6.97,2.72,4.56,1.55,Iris-versicolor
6.68,2.3,4.58,1.71,Iris-versicolor
5.26,2.49,5.04,1.62,Iris-versicolor
5.49,2.79,3.85,1.39,Iris-versicolor
5.65,2.39,4.42,1.62,Iris-versicolor
6.74,2.22,4.73,1.2,Iris-versicolor
5.8,3.26,3.95,1.16,Iris-versicolor
5.24,2.66,4.6,1.8,Iris-versicolor
6.55,3.23,4.57,1.72,Iris-versicolor
5.06,3.3,3.83,1.74,Iris-versicolor
5.06,3.0,4.54,1.8,Iris-versicolor
6.51,2.54,4.17,1.29,Iris-versicolor
5.31,2.35,3.47,1.44,Iris-versicolor
6.8,3.28,3.12,1.06,Iris-versicolor
5.41,2.36,3.2,1.31,Iris-versicolor
6.13,2.81,4.14,1.27,Iris-versicolor
6.38,3.16,3.73,1.07,Iris-versicolor
5.52,2.19,3.98,1.12,Iris-versicolor
5.87,2.31,4.55,1.02,Iris-versicolor
6.06,2.24,3.0,1.7,Iris-versicolor
6.31,2.14,4.39,1.49,Iris-versicolor
5.89,2.59,4.86,1.2,Iris-versicolor
5.74,2.46,4.62,1.73,Iris-versicolor
6.68,3.12,5.07,1.56,Iris-versicolor
6.48,3.38,3.01,1.51,Iris-versicolor
6.45,3.28,4.86,1.67,Iris-versicolor
6.89,2.75,3.01,1.01,Iris-versicolor
6.04,2.61,3.95,1.32,Iris-versicolor
6.83,2.5,4.8,1.72,Iris-versicolor
5.95,2.63,4.6,1.57,Iris-versicolor
5.59,2.14,3.56,1.1,Iris-versicolor
5.52,2.37,4.34,1.76,Iris-versicolor
6.34,3.3,4.65,1.58,Iris-versicolor
5.77,2.45,4.78,1.72,Iris-versicolor
5.85,2.01,4.66,1.23,Iris-versicolor
4.92,3.13,4.09,1.55,Iris-versicolor
6.82,2.76,4.06,1.23,Iris-versicolor
5.54,3.12,3.94,1.13,Iris-versicolor
5.1,2.66,3.98,1.52,Iris-versicolor
5.89,2.2,4.07,1.73,Iris-versicolor
5.23,2.97,4.25,1.6,Iris-versicolor
5.22,3.32,4.3,1.68,Iris-versicolor
5.42,3.04,4.64,1.32,Iris-versicolor
5.71,2.92,3.2,1.59,Iris-versicolor
4.99,2.27,4.39,1.08,Iris-versicolor
6.94,3.22,4.32,1.66,Iris-versicolor
6.76,2.36,4.78,1.16,Iris-versicolor
5.77,2.78,4.5,1.02,Iris-versicolor
5.51,2.85,3.75,1.62,Iris-versicolor
6.27,2.33,3.31,1.5,Iris-versicolor
5.85,2.24,3.69,1.24,Iris-versicolor
5.13,2.77,4.6,1.46,Iris-versicolor
6.64,2.18,3.91,1.49,Iris-versicolor
6.32,2.97,4.53,1.52,Iris-versicolor
5.1,2.97,4.52,1.79,Iris-versicolor
6.36,2.96,4.08,1.69,Iris-versicolor
6.99,3.09,4.29,1.06,Iris-versicolor
6.43,2.99,4.63,1.1,Iris-versicolor
6.27,2.41,4.6,1.19,Iris-versicolor
6.34,2.41,3.02,1.51,Iris-versicolor
5.14,2.92,4.94,1.78,Iris-versicolor
5.4,3.13,3.74,1.72,Iris-versicolor
6.55,2.1,3.85,1.27,Iris-versicolor
6.55,2.57,4.44,1.48,Iris-versicolor
6.95,3.31,3.9,1.58,Iris-versicolor
6.64,3.26,3.14,1.24,Iris-versicolor
5.57,2.61,3.36,1.4,Iris-versicolor
6.29,2.7,4.4,1.05,Iris-versicolor
6.74,3.31,4.3,1.71,Iris-versicolor
5.18,3.12,3.25,1.33,Iris-versicolor
5.58,2.82,3.63,1.51,Iris-versicolor
5.67,3.21,4.33,1.17,Iris-versicolor
5.61,3.19,3.81,1.43,Iris-versicolor
6.26,2.49,3.62,1.38,Iris-versicolor
5.35,2.4,3.13,1.24,Iris-versicolor
5.57,3.35,4.24,1.63,Iris-versicolor
5.0,2.15,4.71,1.5,Iris-versicolor
5.3,2.57,4.13,1.67,Iris-versicolor
5.03,2.84,4.51,1.78,Iris-versicolor
6.6,2.39,4.49,1.61,Iris-versicolor
6.43,3.15,4.9,1.08,Iris-versicolor
5.12,3.11,3.53,1.05,Iris-versicolor
5.74,3.15,3.27,1.54,Iris-versicolor
4.91,2.15,3.74,1.07,Iris-versicolor
6.68,3.21,4.59,1.19,Iris-versicolor
6.0,2.26,3.59,1.41,Iris-versicolor
6.44,2.13,3.62,1.74,Iris-versicolor
5.8,3.31,5.08,1.42,Iris-versicolor
5.5,3.11,3.33,1.2,Iris-versicolor
6.55,2.61,3.42,1.52,Iris-versicolor
6.44,2.18,3.58,1.18,Iris-versicolor
5.7,3.07,4.5,1.53,Iris-versicolor
4.91,2.2,3.47,1.22,Iris-versicolor
5.21,2.57,3.16,1.6,Iris-versicolor
6.55,2.8,3.19,1.71,Iris-versicolor
6.93,2.28,4.48,1.67,Iris-versicolor
6.03,2.45,4.0,1.41,Iris-versicolor
5.74,3.3,4.56,1.19,Iris-versicolor
6.13,2.96,3.29,1.29,Iris-versicolor
6.8,2.79,3.46,1.1,Iris-versicolor
5.99,2.77,3.7,1.5,Iris-versicolor
5.04,2.2,4.15,1.05,Iris-versicolor
6.75,2.2,4.42,1.31,Iris-versicolor
5.74,3.07,4.05,1.58,Iris-versicolor
5.96,2.83,4.6,1.49,Iris-versicolor
6.19,3.1,4.99,1.3,Iris-versicolor
6.11,2.12,3.75,1.33,Iris-versicolor
6.65,2.72,4.54,1.02,Iris-versicolor
5.88,3.26,3.47,1.03,Iris-versicolor
5.81,2.99,3.95,1.37,Iris-versicolor
6.31,2.36,4.58,1.12,Iris-versicolor
5.73,2.92,4.74,1.63,Iris-versicolor
6.42,2.5,3.26,1.17,Iris-versicolor
6.72,3.2,5.0,1.06,Iris-versicolor
6.03,2.91,4.49,1.52,Iris-versicolor
6.52,2.5,3.38,1.16,Iris-versicolor
4.93,2.49,3.19,1.26,Iris-versicolor
6.22,3.25,4.76,1.2,Iris-versicolor
5.18,2.27,5.04,1.44,Iris-versicolor
5.28,3.18,3.83,1.72,Iris-versicolor
5.45,2.55,4.06,1.71,Iris-versicolor
6.72,2.8,3.47,1.32,Iris-versicolor
6.95,2.85,4.64,1.36,Iris-versicolor
6.02,2.6,4.48,1.68,Iris-versicolor
5.97,2.67,3.71,1.14,Iris-versicolor
6.87,2.44,4.68,1.57,Iris-versicolor
6.56,3.31,4.31,1.72,Iris-versicolor
5.25,2.88,4.62,1.22,Iris-versicolor
6.46,3.09,4.75,1.25,Iris-versicolor
6.33,2.43,4.55,1.37,Iris-versicolor
6.15,2.58,3.34,1.14,Iris-versicolor
5.06,2.87,4.78,1.02,Iris-versicolor
5.04,2.64,4.55,1.13,Iris-versicolor
5.47,2.32,3.84,1.18,Iris-versicolor
5.64,3.02,4.28,1.06,Iris-versicolor
6.24,2.67,4.96,1.23,Iris-versicolor
6.42,3.02,3.47,1.72,Iris-versicolor
5.93,2.95,3.31,1.21,Iris-versicolor
6.13,2.45,4.05,1.3,Iris-versicolor
6.25,2.68,3.01,1.52,Iris-versicolor
5.79,2.48,3.2,1.18,Iris-versicolor
5.37,3.31,3.91,1.03,Iris-versicolor
5.19,2.11,4.24,1.15,Iris-versicolor
5.95,2.52,4.69,1.26,Iris-versicolor
5.86,3.01,3.91,1.63,Iris-versicolor
6.29,2.57,4.06,1.77,Iris-versicolor
6.29,3.27,3.38,1.39,Iris-versicolor
6.81,2.45,5.03,1.08,Iris-versicolor
6.8,2.62,3.15,1.7,Iris-versicolor
5.43,2.03,3.29,1.53,Iris-versicolor
6.95,2.16,3.97,1.14,Iris-versicolor
6.46,2.17,3.5,1.16,Iris-versicolor
6.06,3.22,4.07,1.05,Iris-versicolor
6.08,3.12,3.28,1.06,Iris-versicolor
5.29,3.04,4.24,1.43,Iris-versicolor
5.42,2.47,5.03,1.19,Iris-versicolor
6.79,2.81,3.26,1.37,Iris-versicolor
6.89,2.59,4.81,1.21,Iris-versicolor
6.1,3.18,4.93,1.39,Iris-versicolor
6.24,2.0,3.53,1.22,Iris-versicolor
5.1,2.39,3.67,1.78,Iris-versicolor
6.3,2.6,5.07,1.12,Iris-versicolor
5.9,2.91,3.12,1.57,Iris-versicolor
5.11,2.2,3.34,1.74,Iris-versicolor
6.33,2.92,4.17,1.23,Iris-versicolor
6.2,2.57,3.31,1.55,Iris-versicolor
5.17,2.27,4.72,1.53,Iris-versicolor
6.23,2.59,3.83,1.55,Iris-versicolor
6.45,2.71,5.04,1.76,Iris-versicolor
5.77,3.15,4.14,1.41,Iris-versicolor
5.02,2.8,4.89,1.62,Iris-versicolor
6.55,2.22,3.75,1.19,Iris-versicolor
5.56,2.81,3.77,1.45,Iris-versicolor
5.82,2.4,3.2,1.71,Iris-versicolor
4.92,2.0,4.74,1.8,Iris-versicolor
6.43,2.02,3.48,1.78,Iris-versicolor
6.6,2.79,3.5,1.01,Iris-versicolor
4.94,2.86,3.05,1.79,Iris-versicolor
5.29,2.99,3.33,1.43,Iris-versicolor
5.07,3.07,4.23,1.07,Iris-versicolor
6.68,2.77,4.94,1.73,Iris-versicolor
6.83,2.11,3.25,1.79,Iris-versicolor
5.92,2.33,4.62,1.21,Iris-versicolor
6.43,3.17,4.65,1.22,Iris-versicolor
5.74,2.58,4.03,1.13,Iris-versicolor
5.85,2.72,4.12,1.66,Iris-versicolor
5.99,2.32,4.39,1.64,Iris-versicolor
5.57,2.9,3.31,1.27,Iris-versicolor
6.81,3.28,4.21,1.56,Iris-versicolor
6.69,3.34,4.03,1.45,Iris-versicolor
5.77,2.1,3.89,1.63,Iris-versicolor
6.59,3.25,3.11,1.42,Iris-versicolor
5.13,2.28,4.89,1.4,Iris-versicolor
6.49,2.09,3.88,1.54,Iris-versicolor
5.18,2.46,3.14,1.52,Iris-versicolor
6.94,3.16,5.05,1.68,Iris-versicolor
6.7,2.81,4.09,1.33,Iris-versicolor
6.62,2.25,3.12,1.76,Iris-versicolor
4.91,3.37,4.53,1.26,Iris-versicolor
6.37,3.15,3.52,1.62,Iris-versicolor
6.59,2.35,3.09,1.16,Iris-versicolor
5.32,2.09,4.52,1.3,Iris-versicolor
6.76,2.35,3.95,1.51,Iris-versicolor
6.74,2.73,3.78,1.69,Iris-versicolor
5.55,2.11,3.93,1.63,Iris-versicolor
4.96,2.82,4.25,1.74,Iris-versicolor
5.5,2.39,3.93,1.29,Iris-versicolor
6.45,2.9,4.59,1.66,Iris-versicolor
6.84,2.6,5.07,1.17,Iris-versicolor
6.4,2.75,4.72,1.38,Iris-versicolor
6.55,3.3,4.54,1.62,Iris-versicolor
5.04,2.29,5.05,1.55,Iris-versicolor
6.08,2.51,3.09,1.3,Iris-versicolor
5.95,2.3,3.36,1.41,Iris-versicolor
6.13,2.34,4.23,1.72,Iris-versicolor
5.89,3.2,4.95,1.07,Iris-versicolor
5.1,2.67,4.24,1.34,Iris-versicolor
5.59,2.9,3.0,1.77,Iris-versicolor
5.39,3.28,3.23,1.19,Iris-versicolor
5.39,3.39,3.01,1.51,Iris-versicolor
6.73,2.94,3.76,1.77,Iris-versicolor
6.78,2.61,4.2,1.77,Iris-versicolor
6.96,2.63,4.78,1.24,Iris-versicolor
5.68,2.23,3.44,1.53,Iris-versicolor
5.97,2.32,3.85,1.3,Iris-versicolor
6.97,3.19,3.81,1.73,Iris-versicolor
5.62,2.94,5.03,1.31,Iris-versicolor
6.33,2.41,3.56,1.46,Iris-versicolor
6.96,2.63,4.97,1.73,Iris-versicolor
5.43,2.56,4.35,1.41,Iris-versicolor
5.1,3.39,4.58,1.35,Iris-versicolor
6.2,2.12,4.04,1.74,Iris-versicolor
6.78,2.47,4.12,1.56,Iris-versicolor
5.61,2.09,4.06,1.48,Iris-versicolor
4.91,2.13,3.44,1.28,Iris-versicolor
6.04,2.41,3.58,1.7,Iris-versicolor
5.2,2.69,5.0,1.5,Iris-versicolor
6.41,2.6,3.04,1.52,Iris-versicolor
6.23,2.15,3.97,1.73,Iris-versicolor
5.33,2.65,3.97,1.65,Iris-versicolor
6.63,3.06,3.77,1.06,Iris-versicolor
5.63,2.95,4.48,1.77,Iris-versicolor
5.85,2.89,4.13,1.12,Iris-versicolor
5.87,2.76,5.0,1.29,Iris-versicolor
6.96,2.76,3.51,1.15,Iris-versicolor
5.2,2.63,3.05,1.36,Iris-versicolor
6.98,2.94,4.6,1.1,Iris-versicolor
5.89,2.4,4.88,1.15,Iris-versicolor
5.86,2.82,4.08,1.66,Iris-versicolor
5.39,2.53,4.66,1.42,Iris-versicolor
5.74,2.04,4.58,1.78,Iris-versicolor
6.2,3.2,4.09,1.19,Iris-versicolor
4.93,2.91,4.04,1.63,Iris-versicolor
6.36,3.38,4.07,1.34,Iris-versicolor
5.5,2.67,4.83,1.03,Iris-versicolor
6.95,3.39,4.26,1.27,Iris-versicolor
5.37,2.39,3.11,1.38,Iris-versicolor
5.02,3.01,3.78,1.16,Iris-versicolor
6.04,3.36,4.46,1.39,Iris-versicolor
6.53,3.03,4.87,1.16,Iris-versicolor
6.7,2.42,4.98,1.22,Iris-versicolor
6.85,3.35,3.31,1.78,Iris-versicolor
5.08,2.31,3.93,1.79,Iris-versicolor
5.93,2.77,4.46,1.77,Iris-versicolor
6.55,2.31,3.64,1.08,Iris-versicolor
6.25,2.25,3.54,1.71,Iris-versicolor
5.59,2.79,3.83,1.06,Iris-versicolor
5.66,2.57,4.88,1.26,Iris-versicolor
5.7,3.1,4.59,1.64,Iris-versicolor
6.9,3.11,3.86,1.66,Iris-versicolor
5.97,2.39,3.64,1.18,Iris-versicolor
5.2,2.26,3.13,1.71,Iris-versicolor
6.86,2.82,4.77,1.15,Iris-versicolor
6.79,2.71,3.14,1.11,Iris-versicolor
5.55,2.06,3.65,1.05,Iris-versicolor
5.4,2.37,5.09,1.19,Iris-versicolor
5.4,2.96,4.8,1.31,Iris-versicolor
6.74,2.48,3.41,1.26,Iris-versicolor
6.18,2.51,4.41,1.19,Iris-versicolor
6.37,2.49,3.96,1.45,Iris-versicolor
6.34,2.33,4.76,1.58,Iris-versicolor
5.39,3.36,4.4,1.36,Iris-versicolor
5.23,2.75,3.35,1.34,Iris-versicolor
5.76,3.01,3.4,1.66,Iris-versicolor
5.58,2.62,4.62,1.5,Iris-versicolor
5.55,2.54,3.64,1.48,Iris-versicolor
5.6,3.02,4.22,1.12,Iris-versicolor
5.55,2.31,3.82,1.41,Iris-versicolor
5.96,3.06,3.4,1.76,Iris-versicolor
5.62,2.42,4.44,1.64,Iris-versicolor
5.69,3.05,4.86,1.61,Iris-versicolor
4.97,3.16,4.63,1.54,Iris-versicolor
6.5,3.37,3.91,1.05,Iris-versicolor
5.87,2.07,3.62,1.47,Iris-versicolor
5.55,2.96,4.73,1.34,Iris-versicolor
6.79,2.11,4.76,1.66,Iris-versicolor
5.58,2.42,3.64,1.65,Iris-versicolor
6.65,2.46,4.24,1.11,Iris-versicolor
5.88,3.4,3.33,1.76,Iris-versicolor
6.63,3.36,3.38,1.17,Iris-versicolor
4.94,3.01,4.35,1.14,Iris-versicolor
6.56,2.42,3.28,1.34,Iris-versicolor
5.09,2.37,3.78,1.68,Iris-versicolor
6.56,2.62,4.52,1.45,Iris-versicolor
5.62,3.02,4.44,1.5,Iris-versicolor
6.2,2.96,3.81,1.7,Iris-versicolor
5.24,3.24,3.72,1.1,Iris-versicolor
6.16,2.53,4.71,1.34,Iris-versicolor
6.3,2.43,3.44,1.31,Iris-versicolor
6.17,2.92,4.21,1.79,Iris-versicolor
6.35,3.3,3.25,1.05,Iris-versicolor
5.55,2.19,4.1,1.42,Iris-versicolor
6.11,3.04,5.04,1.7,Iris-versicolor
5.15,2.47,3.54,1.14,Iris-versicolor
6.04,2.77,3.48,1.57,Iris-versicolor
6.44,2.03,3.83,1.71,Iris-versicolor
5.99,2.49,3.53,1.19,Iris-versicolor
5.11,3.14,3.18,1.23,Iris-versicolor
5.0,3.09,3.08,1.25,Iris-versicolor
6.1,2.57,3.59,1.22,Iris-versicolor
6.58,3.36,3.73,1.03,Iris-versicolor
4.98,3.06,4.16,1.63,Iris-versicolor
6.36,3.27,4.86,1.63,Iris-versicolor
5.9,2.43,4.06,1.4,Iris-versicolor
6.18,2.26,4.38,1.37,Iris-versicolor
6.2,2.34,3.91,1.17,Iris-versicolor
6.74,2.68,3.47,1.03,Iris-versicolor
6.32,2.3,5.08,1.43,Iris-versicolor
5.51,2.92,3.58,1.66,Iris-versicolor
5.55,3.38,4.27,1.68,Iris-versicolor
5.05,2.49,4.55,1.52,Iris-versicolor
5.31,2.5,3.55,1.49,Iris-versicolor
5.62,2.43,3.44,1.33,Iris-versicolor
5.31,3.35,3.32,1.73,Iris-versicolor
5.8,2.53,3.49,1.51,Iris-versicolor
6.34,2.65,3.12,1.73,Iris-versicolor
6.96,2.6,4.29,1.36,Iris-versicolor
5.58,2.11,3.96,1.65,Iris-versicolor
4.94,2.81,4.85,1.17,Iris-versicolor
5.28,3.08,3.54,1.15,Iris-versicolor
5.69,2.55,4.84,1.49,Iris-versicolor
5.75,2.75,5.0,1.09,Iris-versicolor
5.34,3.35,5.01,1.14,Iris-versicolor
5.2,2.59,3.1,1.52,Iris-versicolor
5.06,2.08,4.02,1.77,Iris-versicolor
5.8,2.5,5.1,1.43,Iris-versicolor
5.69,2.54,3.41,1.41,Iris-versicolor
5.82,2.38,3.34,1.25,Iris-versicolor
5.97,2.08,3.32,1.76,Iris-versicolor
6.04,2.09,4.46,1.05,Iris-versicolor
6.45,3.05,4.37,1.59,Iris-versicolor
5.08,3.02,3.29,1.27,Iris-versicolor
6.88,2.7,5.03,1.07,Iris-versicolor
5.9,2.09,4.32,1.06,Iris-versicolor
5.27,2.36,4.57,1.13,Iris-versicolor
6.68,2.18,3.07,1.32,Iris-versicolor
6.96,2.15,3.21,1.6,Iris-versicolor
5.56,3.0,3.42,1.37,Iris-versicolor
5.46,2.63,4.62,1.61,Iris-versicolor
5.98,3.3,3.55,1.19,Iris-versicolor
6.19,2.87,3.1,1.49,Iris-versicolor
5.69,3.05,4.7,1.44,Iris-versicolor
4.9,2.89,4.57,1.2,Iris-versicolor
5.88,3.35,3.63,1.18,Iris-versicolor
5.34,2.78,4.99,1.49,Iris-versicolor
5.54,2.89,4.31,1.48,Iris-versicolor
5.23,2.89,3.9,1.01,Iris-versicolor
6.03,3.38,3.73,1.77,Iris-versicolor
5.1,3.03,3.24,1.22,Iris-versicolor
6.1,2.83,4.63,1.49,Iris-versicolor
6.15,3.28,3.95,1.18,Iris-versicolor
5.24,2.56,4.5,1.03,Iris-versicolor
5.17,2.15,4.23,1.19,Iris-versicolor
5.25,2.83,4.6,1.27,Iris-versicolor
6.11,2.14,4.96,1.27,Iris-versicolor
6.99,3.37,4.64,1.02,Iris-versicolor
6.04,2.12,4.88,1.63,Iris-versicolor
6.94,2.85,4.1,1.42,Iris-versicolor
5.71,2.66,4.33,1.75,Iris-versicolor
6.15,3.2,4.81,1.42,Iris-versicolor
5.63,2.9,3.94,1.07,Iris-versicolor
5.69,3.39,3.1,1.56,Iris-versicolor
6.67,2.91,4.2,1.57,Iris-versicolor
5.8,2.13,5.02,1.35,Iris-versicolor
6.3,2.74,3.11,1.76,Iris-versicolor
6.56,2.21,5.06,1.59,Iris-versicolor
5.89,2.86,3.22,1.45,Iris-versicolor
5.05,2.76,4.16,1.7,Iris-versicolor
6.42,2.35,4.87,1.46,Iris-versicolor
6.17,2.24,4.8,1.74,Iris-versicolor
6.53,3.32,3.63,1.69,Iris-versicolor
5.93,2.23,4.4,1.55,Iris-versicolor
5.5,2.04,3.42,1.32,Iris-versicolor
5.25,2.27,3.82,1.77,Iris-versicolor
6.5,2.45,5.0,1.52,Iris-versicolor
5.86,2.66,3.86,1.19,Iris-versicolor
5.71,2.74,4.11,1.61,Iris-versicolor
5.65,3.0,4.21,1.77,Iris-versicolor
5.71,3.26,4.72,1.51,Iris-versicolor
6.27,2.12,5.0,1.09,Iris-versicolor
6.08,2.46,3.9,1.49,Iris-versicolor
6.81,2.64,5.07,1.47,Iris-versicolor
5.24,2.27,4.5,1.04,Iris-versicolor
5.91,2.21,3.91,1.6,Iris-versicolor
5.86,2.23,3.53,1.29,Iris-versicolor
5.05,2.82,4.28,1.05,Iris-versicolor
5.74,2.58,3.7,1.45,Iris-versicolor
5.63,2.58,4.67,1.13,Iris-versicolor
6.2,2.71,3.64,1.58,Iris-versicolor
6.06,2.67,4.4,1.64,Iris-versicolor
6.94,2.88,4.84,1.0,Iris-versicolor
6.01,2.3,3.2,1.43,Iris-versicolor
6.47,2.58,4.41,1.39,Iris-versicolor
5.82,2.41,3.8,1.28,Iris-versicolor
6.26,2.16,3.19,1.53,Iris-versicolor
